order_number,client_id,price,date,name,birthday,city,discount_rate,year
O076,1cbd1897-fb4d-42b4-be34-42340bacdd12,386,2023-04-12,Клиент 99,1977-04-08,Санкт-Петербург,37,2023
O077,4e666f67-ebc4-4d8a-9132-3c183c729ccc,46,2023-09-09,Клиент 24,2006-04-20,Рязань,30,2023
O078,62612b69-051a-4e9c-9570-5b0aea82bb2d,934,2023-10-30,Клиент 64,1959-03-29,Новосибирск,28,2023
O079,db935903-dd3e-4960-85d8-9ea5335b6f29,696,2023-02-23,Клиент 95,1995-05-07,Омск,41,2023
O080,206e5437-09af-4235-aa67-85003a57f2f2,328,2023-10-18,Клиент 80,1977-12-02,Рязань,30,2023
O081,4e666f67-ebc4-4d8a-9132-3c183c729ccc,33,2023-02-02,Клиент 24,2006-04-20,Рязань,30,2023
O082,3f95cb87-c246-42eb-98d8-c398e4d07a62,61,2023-03-24,Клиент 21,1972-05-12,Новосибирск,28,2023
O083,adc33787-36b2-406e-aca0-7bef6436120b,188,2023-01-05,Клиент 27,1960-07-07,Омск,41,2023
O084,4201afc1-0ca8-4454-9926-fe79109af705,948,2023-03-03,Клиент 75,1979-04-18,Новосибирск,28,2023
O085,083b6b64-cfd1-4e6d-b8c9-cfc2b2899da5,848,2023-01-08,Клиент 79,1950-07-24,Рязань,30,2023
O086,1d35f8c6-40b9-4e0c-9355-4150182a3991,847,2023-05-27,Клиент 33,2004-05-05,Омск,41,2023
O087,e960b580-dfab-4ade-8775-573f51141494,767,2023-03-19,Клиент 69,1997-11-22,Новосибирск,28,2023
O088,083b6b64-cfd1-4e6d-b8c9-cfc2b2899da5,813,2023-02-21,Клиент 79,1950-07-24,Рязань,30,2023
O089,a4c0cac6-c545-4305-b420-a425fba9bce7,551,2023-05-24,Клиент 37,1963-02-06,Москва,36,2023
O090,4e1fd602-c679-438f-b2c5-b359d7d1e58b,832,2023-12-04,Клиент 41,2000-12-06,Рязань,30,2023
O091,50eae8f1-6a18-42d7-b04e-7e1fc5ba2e20,466,2023-11-14,Клиент 71,1995-09-25,Москва,36,2023
O092,12f1803f-28d6-40d2-bb08-443fcf71a6bd,694,2023-02-27,Клиент 59,1976-08-24,Москва,36,2023
O093,d4fe3772-7d19-40a0-a868-ee003cceeaf4,603,2023-01-09,Клиент 74,1973-01-03,Новосибирск,28,2023
O094,86f52483-c6ca-4832-9adb-d838c21bf8ca,541,2023-11-17,Клиент 46,2010-06-20,Омск,41,2023
O095,77aab275-1898-409d-8138-71a760fd60d6,603,2023-11-08,Клиент 53,2009-05-22,Москва,36,2023
O096,62c7bb24-ebc3-4de0-b965-2e0ca78ae3fd,89,2023-06-07,Клиент 40,1969-09-10,Новосибирск,28,2023
O097,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,995,2023-08-24,Клиент 43,1960-07-06,Рязань,30,2023
O098,eb993948-9104-4f2e-bec1-d02ad867f8ad,675,2023-09-03,Клиент 87,1967-04-20,Омск,41,2023
O099,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,566,2023-07-19,Клиент 26,1976-05-10,Рязань,30,2023
O100,cfd9538b-14c5-4324-b26c-b1c3e05a2a92,519,2023-10-01,Клиент 15,2005-01-02,Рязань,30,2023
O101,815fbf47-4a93-4bd1-8165-4d59a9945990,165,2023-06-02,Клиент 50,1995-01-25,Новосибирск,28,2023
O102,2dda0e1a-69fc-4894-ae3e-83e4081526ac,947,2023-02-28,Клиент 23,1983-10-22,Новосибирск,28,2023
O103,d4fe3772-7d19-40a0-a868-ee003cceeaf4,691,2023-11-20,Клиент 74,1973-01-03,Новосибирск,28,2023
O104,655155c0-6c6d-476c-9de0-c29b2c6917d5,577,2023-10-15,Клиент 88,1962-04-18,Москва,36,2023
O105,575eab93-45c1-4327-b57b-ad359da78ac5,363,2023-10-10,Клиент 55,1959-10-09,Рязань,30,2023
O106,4e666f67-ebc4-4d8a-9132-3c183c729ccc,255,2023-10-13,Клиент 24,2006-04-20,Рязань,30,2023
O107,763531f3-1b43-4a55-ab3a-80b05320b7c3,595,2023-03-01,Клиент 20,1978-12-09,Рязань,30,2023
O108,62c7bb24-ebc3-4de0-b965-2e0ca78ae3fd,797,2023-01-22,Клиент 40,1969-09-10,Новосибирск,28,2023
O109,40b78282-b558-486c-b0d3-0d6ff84dc360,601,2023-04-27,Клиент 81,1999-03-22,Москва,36,2023
O110,bc8ed658-2b87-4abf-832e-f047088492bd,209,2023-07-02,Клиент 45,1982-08-10,Омск,41,2023
O111,a4c0cac6-c545-4305-b420-a425fba9bce7,173,2023-01-08,Клиент 37,1963-02-06,Москва,36,2023
O112,8980b13b-efe6-42ed-9fc8-53a7ab626a91,668,2023-02-09,Клиент 86,1980-01-13,Москва,36,2023
O113,7d794c88-a26e-42a4-95ce-96868208d95a,430,2023-04-30,Клиент 32,1957-05-23,Омск,41,2023
O114,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,358,2023-12-01,Клиент 43,1960-07-06,Рязань,30,2023
O115,eb993948-9104-4f2e-bec1-d02ad867f8ad,959,2023-10-25,Клиент 87,1967-04-20,Омск,41,2023
O116,7d794c88-a26e-42a4-95ce-96868208d95a,151,2023-02-24,Клиент 32,1957-05-23,Омск,41,2023
O117,1d35f8c6-40b9-4e0c-9355-4150182a3991,922,2023-01-26,Клиент 33,2004-05-05,Омск,41,2023
O118,4e666f67-ebc4-4d8a-9132-3c183c729ccc,223,2023-09-26,Клиент 24,2006-04-20,Рязань,30,2023
O119,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,330,2023-06-21,Клиент 96,1952-12-13,Рязань,30,2023
O120,b589fbac-5841-4a78-a8c0-d70dc041200d,472,2023-05-16,Клиент 44,2005-08-18,Рязань,30,2023
O121,44fa35b5-c799-463e-bcb4-a460ae4c3290,111,2023-07-04,Клиент 70,1989-09-15,Омск,41,2023
O122,ba596613-2837-4f10-b401-ddc1638ef6c3,287,2023-06-12,Клиент 7,1998-07-30,Рязань,30,2023
O123,384f440d-bd59-4c27-8e2a-0bad07d0a670,61,2023-08-15,Клиент 73,1952-04-02,Омск,41,2023
O124,b5d19d0e-b107-44bf-885f-9161dff0d01a,870,2023-04-26,Клиент 58,1987-01-12,Москва,36,2023
O125,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,897,2023-04-04,Клиент 12,1997-09-23,Москва,36,2023
O126,083b6b64-cfd1-4e6d-b8c9-cfc2b2899da5,304,2023-05-06,Клиент 79,1950-07-24,Рязань,30,2023
O127,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,860,2023-08-29,Клиент 51,1963-06-11,Москва,36,2023
O128,226c4242-cb78-4f14-a0b3-e3d47f971e65,849,2023-04-25,Клиент 90,1987-08-01,Омск,41,2023
O129,083b6b64-cfd1-4e6d-b8c9-cfc2b2899da5,448,2023-11-17,Клиент 79,1950-07-24,Рязань,30,2023
O130,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,344,2023-04-09,Клиент 61,1976-05-13,Омск,41,2023
O131,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,576,2023-02-13,Клиент 85,1971-02-22,Санкт-Петербург,37,2023
O132,7d794c88-a26e-42a4-95ce-96868208d95a,793,2023-02-05,Клиент 32,1957-05-23,Омск,41,2023
O133,b16a7054-5b4b-4adb-83af-ad6dd132c28f,785,2023-02-01,Клиент 52,1973-01-19,Рязань,30,2023
O134,fda8a72b-0d3e-4a40-85c6-9137d7d86ba0,445,2023-12-05,Клиент 1,1980-11-18,Новосибирск,28,2023
O135,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,548,2023-07-30,Клиент 51,1963-06-11,Москва,36,2023
O136,c95a8db2-1ef2-48a7-8357-0eee018d636c,444,2023-04-22,Клиент 6,1962-09-08,Рязань,30,2023
O137,dcade44c-a70a-4da4-8d8c-55d8417d12bf,932,2023-05-28,Клиент 92,1959-12-15,Москва,36,2023
O138,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,698,2023-12-30,Клиент 48,1972-01-26,Новосибирск,28,2023
O139,50eae8f1-6a18-42d7-b04e-7e1fc5ba2e20,647,2023-11-13,Клиент 71,1995-09-25,Москва,36,2023
O140,d2fdd32e-6735-4125-bf84-3534d0b46dd1,344,2023-10-22,Клиент 36,1957-11-17,Новосибирск,28,2023
O141,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,233,2023-01-12,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O142,77ba80e0-24ae-4de7-9e35-39c34f58dbaa,461,2023-11-05,Клиент 3,1984-11-10,Москва,36,2023
O143,3fb4e004-de74-4ce3-9180-90e1788f7dfb,387,2023-07-11,Клиент 22,1996-07-09,Москва,36,2023
O144,1751f1a2-7c0f-40d1-ac31-31e49122f7be,53,2023-04-15,Клиент 91,1951-03-03,Рязань,30,2023
O145,c29608d0-f5a8-40a9-8caa-1df5d74aabe5,658,2023-02-27,Клиент 67,1986-06-17,Новосибирск,28,2023
O146,77aab275-1898-409d-8138-71a760fd60d6,132,2023-01-13,Клиент 53,2009-05-22,Москва,36,2023
O147,40b78282-b558-486c-b0d3-0d6ff84dc360,377,2023-05-09,Клиент 81,1999-03-22,Москва,36,2023
O148,474ffbab-5bed-4667-951c-c7d09e1b0acf,297,2023-11-26,Клиент 57,1986-12-20,Новосибирск,28,2023
O149,226c4242-cb78-4f14-a0b3-e3d47f971e65,696,2023-04-26,Клиент 90,1987-08-01,Омск,41,2023
O150,1d782e19-845b-4810-8197-f2090722c268,985,2023-07-22,Клиент 93,1979-03-01,Омск,41,2023
O151,3a63dc54-4171-44df-b611-05fc6835799e,516,2023-07-15,Клиент 68,2004-11-14,Москва,36,2023
O152,a4e6cd52-023f-4994-b6c2-d889aea4dd34,887,2023-05-04,Клиент 10,1955-10-03,Новосибирск,28,2023
O153,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,939,2023-08-15,Клиент 96,1952-12-13,Рязань,30,2023
O154,474ffbab-5bed-4667-951c-c7d09e1b0acf,54,2023-01-10,Клиент 57,1986-12-20,Новосибирск,28,2023
O155,216d9c79-b849-4826-ba8f-9711ba0fcefa,89,2023-11-30,Клиент 31,1955-06-22,Рязань,30,2023
O156,a4e6cd52-023f-4994-b6c2-d889aea4dd34,907,2023-10-07,Клиент 10,1955-10-03,Новосибирск,28,2023
O157,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,457,2023-01-10,Клиент 96,1952-12-13,Рязань,30,2023
O158,b88d78ab-90f2-4401-bd9d-6f57a8eca5c3,747,2023-07-28,Клиент 19,1976-03-08,Москва,36,2023
O159,bc8ed658-2b87-4abf-832e-f047088492bd,931,2023-05-06,Клиент 45,1982-08-10,Омск,41,2023
O160,cfd9538b-14c5-4324-b26c-b1c3e05a2a92,330,2023-01-19,Клиент 15,2005-01-02,Рязань,30,2023
O161,d4fe3772-7d19-40a0-a868-ee003cceeaf4,680,2023-06-28,Клиент 74,1973-01-03,Новосибирск,28,2023
O162,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,438,2023-03-02,Клиент 12,1997-09-23,Москва,36,2023
O163,dcade44c-a70a-4da4-8d8c-55d8417d12bf,730,2023-09-14,Клиент 92,1959-12-15,Москва,36,2023
O164,c84a18f7-171a-4dfd-8f50-c61bca9f805c,882,2023-02-09,Клиент 16,2006-09-30,Новосибирск,28,2023
O165,12f1803f-28d6-40d2-bb08-443fcf71a6bd,530,2023-01-29,Клиент 59,1976-08-24,Москва,36,2023
O166,c29608d0-f5a8-40a9-8caa-1df5d74aabe5,658,2023-06-24,Клиент 67,1986-06-17,Новосибирск,28,2023
O167,763531f3-1b43-4a55-ab3a-80b05320b7c3,318,2023-03-10,Клиент 20,1978-12-09,Рязань,30,2023
O168,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,930,2023-06-08,Клиент 42,1975-09-23,Санкт-Петербург,37,2023
O169,28bdef79-d755-4faa-bfe1-e520abd42e56,315,2023-11-03,Клиент 94,2004-10-22,Москва,36,2023
O170,7ff29597-ea8a-4d1e-b775-4f459e2f2ad9,816,2023-09-14,Клиент 47,1960-03-08,Рязань,30,2023
O171,216d9c79-b849-4826-ba8f-9711ba0fcefa,763,2023-11-24,Клиент 31,1955-06-22,Рязань,30,2023
O172,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,491,2023-12-20,Клиент 26,1976-05-10,Рязань,30,2023
O173,cf8abd58-0113-409a-b3ec-579cef6e046d,75,2023-09-20,Клиент 11,2010-04-11,Рязань,30,2023
O174,c84a18f7-171a-4dfd-8f50-c61bca9f805c,431,2023-05-09,Клиент 16,2006-09-30,Новосибирск,28,2023
O175,29976bd7-d71a-43a6-9404-f3b5e920d76e,849,2023-01-31,Клиент 66,1979-10-12,Омск,41,2023
O176,4e1fd602-c679-438f-b2c5-b359d7d1e58b,91,2023-05-26,Клиент 41,2000-12-06,Рязань,30,2023
O177,8980b13b-efe6-42ed-9fc8-53a7ab626a91,425,2023-07-15,Клиент 86,1980-01-13,Москва,36,2023
O178,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,718,2023-01-24,Клиент 83,1969-05-08,Санкт-Петербург,37,2023
O179,314ed1d0-b8a0-4c9b-84e0-1d66d678db68,944,2023-05-25,Клиент 56,1958-03-14,Москва,36,2023
O180,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,376,2023-07-14,Клиент 17,2003-07-24,Омск,41,2023
O181,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,76,2023-12-19,Клиент 51,1963-06-11,Москва,36,2023
O182,384f440d-bd59-4c27-8e2a-0bad07d0a670,946,2023-12-08,Клиент 73,1952-04-02,Омск,41,2023
O183,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,807,2023-02-04,Клиент 83,1969-05-08,Санкт-Петербург,37,2023
O184,216d9c79-b849-4826-ba8f-9711ba0fcefa,90,2023-10-14,Клиент 31,1955-06-22,Рязань,30,2023
O185,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,328,2023-11-08,Клиент 26,1976-05-10,Рязань,30,2023
O186,adc33787-36b2-406e-aca0-7bef6436120b,746,2023-11-23,Клиент 27,1960-07-07,Омск,41,2023
O187,0fb7f7c5-d239-429b-b402-1bec6aa72b2d,327,2023-03-19,Клиент 5,2009-09-19,Москва,36,2023
O188,eb993948-9104-4f2e-bec1-d02ad867f8ad,807,2023-10-22,Клиент 87,1967-04-20,Омск,41,2023
O189,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,655,2023-08-30,Клиент 51,1963-06-11,Москва,36,2023
O190,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,217,2023-01-26,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O191,2e17807d-f5b8-40d0-86e7-83650f1e676f,466,2023-02-10,Клиент 4,1998-03-20,Новосибирск,28,2023
O192,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,988,2023-01-11,Клиент 61,1976-05-13,Омск,41,2023
O193,1751f1a2-7c0f-40d1-ac31-31e49122f7be,957,2023-06-18,Клиент 91,1951-03-03,Рязань,30,2023
O194,a4e6cd52-023f-4994-b6c2-d889aea4dd34,469,2023-06-01,Клиент 10,1955-10-03,Новосибирск,28,2023
O195,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,798,2023-03-31,Клиент 26,1976-05-10,Рязань,30,2023
O196,ba596613-2837-4f10-b401-ddc1638ef6c3,521,2023-01-08,Клиент 7,1998-07-30,Рязань,30,2023
O197,d84c1eb1-f5e9-41c8-9c8d-4d27c137721c,274,2023-08-24,Клиент 63,1985-04-08,Новосибирск,28,2023
O198,caa30c78-aa6a-4382-8d21-188952c4083b,284,2023-04-08,Клиент 8,1969-09-06,Новосибирск,28,2023
O199,a4e6cd52-023f-4994-b6c2-d889aea4dd34,673,2023-10-25,Клиент 10,1955-10-03,Новосибирск,28,2023
O200,b16a7054-5b4b-4adb-83af-ad6dd132c28f,322,2023-12-02,Клиент 52,1973-01-19,Рязань,30,2023
O201,206e5437-09af-4235-aa67-85003a57f2f2,986,2023-08-14,Клиент 80,1977-12-02,Рязань,30,2023
O202,40b78282-b558-486c-b0d3-0d6ff84dc360,438,2023-07-26,Клиент 81,1999-03-22,Москва,36,2023
O203,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,834,2023-10-07,Клиент 26,1976-05-10,Рязань,30,2023
O204,72634e02-e4ec-46f4-a542-7c8712f219f8,932,2023-12-11,Клиент 18,1966-05-25,Санкт-Петербург,37,2023
O205,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,597,2023-07-30,Клиент 48,1972-01-26,Новосибирск,28,2023
O206,32e1dae0-1c94-467c-8100-cf614abaa656,841,2023-08-19,Клиент 82,1990-08-20,Санкт-Петербург,37,2023
O207,763531f3-1b43-4a55-ab3a-80b05320b7c3,203,2023-09-22,Клиент 20,1978-12-09,Рязань,30,2023
O208,b5d19d0e-b107-44bf-885f-9161dff0d01a,409,2023-08-30,Клиент 58,1987-01-12,Москва,36,2023
O209,b88d78ab-90f2-4401-bd9d-6f57a8eca5c3,365,2023-05-04,Клиент 19,1976-03-08,Москва,36,2023
O210,1d35f8c6-40b9-4e0c-9355-4150182a3991,909,2023-02-12,Клиент 33,2004-05-05,Омск,41,2023
O211,f54c11c1-a696-4c45-9ffa-9a2c1e702cb3,610,2023-02-28,Клиент 0,1991-02-04,Новосибирск,28,2023
O212,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,200,2023-09-04,Клиент 34,1954-12-26,Новосибирск,28,2023
O213,384f440d-bd59-4c27-8e2a-0bad07d0a670,452,2023-11-16,Клиент 73,1952-04-02,Омск,41,2023
O214,815fbf47-4a93-4bd1-8165-4d59a9945990,521,2023-03-18,Клиент 50,1995-01-25,Новосибирск,28,2023
O215,72634e02-e4ec-46f4-a542-7c8712f219f8,812,2023-01-25,Клиент 18,1966-05-25,Санкт-Петербург,37,2023
O216,a4e6cd52-023f-4994-b6c2-d889aea4dd34,347,2023-05-25,Клиент 10,1955-10-03,Новосибирск,28,2023
O217,d4fe3772-7d19-40a0-a868-ee003cceeaf4,232,2023-01-24,Клиент 74,1973-01-03,Новосибирск,28,2023
O218,d66e24bb-0415-438a-bfdf-5c3d993bb48a,205,2023-04-24,Клиент 29,1966-08-06,Омск,41,2023
O219,9ced20f2-f69e-4f4e-8305-249c2eb111cd,818,2023-06-21,Клиент 54,1953-04-03,Санкт-Петербург,37,2023
O220,dcade44c-a70a-4da4-8d8c-55d8417d12bf,295,2023-11-22,Клиент 92,1959-12-15,Москва,36,2023
O221,7d794c88-a26e-42a4-95ce-96868208d95a,930,2023-12-16,Клиент 32,1957-05-23,Омск,41,2023
O222,29976bd7-d71a-43a6-9404-f3b5e920d76e,141,2023-03-12,Клиент 66,1979-10-12,Омск,41,2023
O223,b1113844-4bb7-4866-8917-794fa4d2fbcf,446,2023-02-14,Клиент 76,1991-12-14,Новосибирск,28,2023
O224,12f1803f-28d6-40d2-bb08-443fcf71a6bd,977,2023-02-17,Клиент 59,1976-08-24,Москва,36,2023
O225,77ba80e0-24ae-4de7-9e35-39c34f58dbaa,357,2023-08-01,Клиент 3,1984-11-10,Москва,36,2023
O226,dcade44c-a70a-4da4-8d8c-55d8417d12bf,230,2023-10-19,Клиент 92,1959-12-15,Москва,36,2023
O227,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,130,2023-02-21,Клиент 96,1952-12-13,Рязань,30,2023
O228,32e1dae0-1c94-467c-8100-cf614abaa656,268,2023-09-17,Клиент 82,1990-08-20,Санкт-Петербург,37,2023
O229,adc33787-36b2-406e-aca0-7bef6436120b,16,2023-05-12,Клиент 27,1960-07-07,Омск,41,2023
O230,815fbf47-4a93-4bd1-8165-4d59a9945990,303,2023-09-14,Клиент 50,1995-01-25,Новосибирск,28,2023
O231,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,910,2023-07-10,Клиент 61,1976-05-13,Омск,41,2023
O232,c95a8db2-1ef2-48a7-8357-0eee018d636c,954,2023-11-04,Клиент 6,1962-09-08,Рязань,30,2023
O233,66323dee-d8fc-4b07-a07e-93dc31a3425c,428,2023-11-07,Клиент 14,1989-11-30,Новосибирск,28,2023
O234,dc33f6e5-41a4-41f1-9d2a-c80eb625d03f,812,2023-05-30,Клиент 62,1999-10-22,Москва,36,2023
O235,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,551,2023-11-15,Клиент 96,1952-12-13,Рязань,30,2023
O236,c29608d0-f5a8-40a9-8caa-1df5d74aabe5,647,2023-08-20,Клиент 67,1986-06-17,Новосибирск,28,2023
O237,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,409,2023-10-24,Клиент 34,1954-12-26,Новосибирск,28,2023
O238,44fa35b5-c799-463e-bcb4-a460ae4c3290,978,2023-12-12,Клиент 70,1989-09-15,Омск,41,2023
O239,655155c0-6c6d-476c-9de0-c29b2c6917d5,167,2023-06-14,Клиент 88,1962-04-18,Москва,36,2023
O240,4201afc1-0ca8-4454-9926-fe79109af705,467,2023-11-27,Клиент 75,1979-04-18,Новосибирск,28,2023
O241,1d35f8c6-40b9-4e0c-9355-4150182a3991,519,2023-12-24,Клиент 33,2004-05-05,Омск,41,2023
O242,12f1803f-28d6-40d2-bb08-443fcf71a6bd,345,2023-12-25,Клиент 59,1976-08-24,Москва,36,2023
O243,7d794c88-a26e-42a4-95ce-96868208d95a,61,2023-02-23,Клиент 32,1957-05-23,Омск,41,2023
O244,b5d19d0e-b107-44bf-885f-9161dff0d01a,990,2023-12-20,Клиент 58,1987-01-12,Москва,36,2023
O245,c95a8db2-1ef2-48a7-8357-0eee018d636c,838,2023-12-22,Клиент 6,1962-09-08,Рязань,30,2023
O246,b5d19d0e-b107-44bf-885f-9161dff0d01a,493,2023-10-05,Клиент 58,1987-01-12,Москва,36,2023
O247,206e5437-09af-4235-aa67-85003a57f2f2,904,2023-04-16,Клиент 80,1977-12-02,Рязань,30,2023
O248,d4fe3772-7d19-40a0-a868-ee003cceeaf4,701,2023-05-17,Клиент 74,1973-01-03,Новосибирск,28,2023
O249,206e5437-09af-4235-aa67-85003a57f2f2,535,2023-07-29,Клиент 80,1977-12-02,Рязань,30,2023
O250,12f1803f-28d6-40d2-bb08-443fcf71a6bd,802,2023-03-19,Клиент 59,1976-08-24,Москва,36,2023
O251,c95a8db2-1ef2-48a7-8357-0eee018d636c,749,2023-11-30,Клиент 6,1962-09-08,Рязань,30,2023
O252,8980b13b-efe6-42ed-9fc8-53a7ab626a91,795,2023-05-12,Клиент 86,1980-01-13,Москва,36,2023
O253,4e666f67-ebc4-4d8a-9132-3c183c729ccc,137,2023-10-10,Клиент 24,2006-04-20,Рязань,30,2023
O254,bdeaefcc-7ac9-4e32-9de1-05ea68f361f2,78,2023-05-15,Клиент 60,1993-03-10,Санкт-Петербург,37,2023
O255,4201afc1-0ca8-4454-9926-fe79109af705,693,2023-01-11,Клиент 75,1979-04-18,Новосибирск,28,2023
O256,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,936,2023-12-09,Клиент 83,1969-05-08,Санкт-Петербург,37,2023
O257,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,46,2023-03-20,Клиент 48,1972-01-26,Новосибирск,28,2023
O258,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,911,2023-07-10,Клиент 30,1966-11-10,Рязань,30,2023
O259,4e1fd602-c679-438f-b2c5-b359d7d1e58b,440,2023-11-22,Клиент 41,2000-12-06,Рязань,30,2023
O260,db935903-dd3e-4960-85d8-9ea5335b6f29,737,2023-02-04,Клиент 95,1995-05-07,Омск,41,2023
O261,4e1fd602-c679-438f-b2c5-b359d7d1e58b,738,2023-03-29,Клиент 41,2000-12-06,Рязань,30,2023
O262,19f43080-29a9-446d-93d2-c85600f5fc4f,857,2023-06-05,Клиент 25,2003-08-16,Омск,41,2023
O263,dcade44c-a70a-4da4-8d8c-55d8417d12bf,648,2023-10-26,Клиент 92,1959-12-15,Москва,36,2023
O264,384f440d-bd59-4c27-8e2a-0bad07d0a670,128,2023-12-16,Клиент 73,1952-04-02,Омск,41,2023
O265,77ba80e0-24ae-4de7-9e35-39c34f58dbaa,945,2023-04-03,Клиент 3,1984-11-10,Москва,36,2023
O266,f308f5d4-98c6-4786-9463-8991e21faed4,71,2023-10-21,Клиент 98,1980-05-21,Санкт-Петербург,37,2023
O267,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,803,2023-05-22,Клиент 85,1971-02-22,Санкт-Петербург,37,2023
O268,44fa35b5-c799-463e-bcb4-a460ae4c3290,336,2023-08-04,Клиент 70,1989-09-15,Омск,41,2023
O269,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,750,2023-03-08,Клиент 51,1963-06-11,Москва,36,2023
O270,eb993948-9104-4f2e-bec1-d02ad867f8ad,576,2023-05-04,Клиент 87,1967-04-20,Омск,41,2023
O271,77aab275-1898-409d-8138-71a760fd60d6,691,2023-11-28,Клиент 53,2009-05-22,Москва,36,2023
O272,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,630,2023-05-26,Клиент 30,1966-11-10,Рязань,30,2023
O273,dcade44c-a70a-4da4-8d8c-55d8417d12bf,486,2023-07-22,Клиент 92,1959-12-15,Москва,36,2023
O274,2dda0e1a-69fc-4894-ae3e-83e4081526ac,945,2023-01-07,Клиент 23,1983-10-22,Новосибирск,28,2023
O275,b88d78ab-90f2-4401-bd9d-6f57a8eca5c3,623,2023-04-16,Клиент 19,1976-03-08,Москва,36,2023
O276,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,974,2023-11-21,Клиент 43,1960-07-06,Рязань,30,2023
O277,d66e24bb-0415-438a-bfdf-5c3d993bb48a,355,2023-09-16,Клиент 29,1966-08-06,Омск,41,2023
O278,cf8abd58-0113-409a-b3ec-579cef6e046d,973,2023-09-10,Клиент 11,2010-04-11,Рязань,30,2023
O279,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,801,2023-08-01,Клиент 85,1971-02-22,Санкт-Петербург,37,2023
O280,206e5437-09af-4235-aa67-85003a57f2f2,224,2023-10-30,Клиент 80,1977-12-02,Рязань,30,2023
O281,ad84dff0-e508-418f-a979-f8ab512d7d8b,857,2023-10-08,Клиент 28,1999-07-01,Рязань,30,2023
O282,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,426,2023-04-27,Клиент 51,1963-06-11,Москва,36,2023
O283,b589fbac-5841-4a78-a8c0-d70dc041200d,29,2023-10-05,Клиент 44,2005-08-18,Рязань,30,2023
O284,a4c0cac6-c545-4305-b420-a425fba9bce7,254,2023-12-15,Клиент 37,1963-02-06,Москва,36,2023
O285,2dda0e1a-69fc-4894-ae3e-83e4081526ac,361,2023-05-06,Клиент 23,1983-10-22,Новосибирск,28,2023
O286,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,191,2023-04-22,Клиент 51,1963-06-11,Москва,36,2023
O287,4e1fd602-c679-438f-b2c5-b359d7d1e58b,936,2023-10-15,Клиент 41,2000-12-06,Рязань,30,2023
O288,206e5437-09af-4235-aa67-85003a57f2f2,480,2023-07-27,Клиент 80,1977-12-02,Рязань,30,2023
O289,bc8ed658-2b87-4abf-832e-f047088492bd,541,2023-08-16,Клиент 45,1982-08-10,Омск,41,2023
O290,8980b13b-efe6-42ed-9fc8-53a7ab626a91,142,2023-01-17,Клиент 86,1980-01-13,Москва,36,2023
O291,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,978,2023-06-12,Клиент 48,1972-01-26,Новосибирск,28,2023
O292,62612b69-051a-4e9c-9570-5b0aea82bb2d,779,2023-08-09,Клиент 64,1959-03-29,Новосибирск,28,2023
